"Point_ID,N,9,0","Coarse,N,9,0","Clay,N,9,0","Sand,N,9,0","Silt,N,9,0","pH_CaCl2,N,24,2","pH_H20,N,24,2","EC,N,24,2","OC,N,24,2","CaCO3,N,9,0","P,N,24,2","N,N,24,2","K,N,24,2","LC,C,80","LU,C,80","NUTS_0,C,80","NUTS_1,C,80","NUTS_2,C,80","NUTS_3,C,80","LC0_Desc,C,80","LC1_Desc,C,80","LU1_Desc,C,80"
32982146,0,0,0,0,7.4,8,16.28,6.4,5,23.6,0.9,96.2,B31,U111,ES,ES4,ES41,ES417,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
32982206,15,21,26,53,7,7.27,43.4,43.6,508,8,4.4,98.6,D20,U111,ES,ES2,ES23,ES230,Shrubland,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens)
32982332,0,0,0,0,5.5,5.81,56.9,27,1,43.8,3.2,163,C10,U120,ES,ES2,ES21,ES213,Woodland,Broadleaved woodland,Forestry
33001754,0,0,0,0,7.7,8.19,15.37,10.5,578,5.7,0.8,271.5,B13,U111,ES,ES6,ES62,ES620,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
33001794,0,0,0,0,7.4,8.2,30.9,79,225,278.3,2.1,821.7,B81,U111,ES,ES4,ES42,ES421,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
33001834,0,0,0,0,7.6,8.24,21.2,14.5,329,25.4,0.7,118.2,B13,U111,ES,ES4,ES42,ES421,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
33001852,0,0,0,0,7.6,8.2,21.9,7.9,750,36.4,1.4,178,B15,U111,ES,ES4,ES42,ES421,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens)
33001862,0,0,0,0,7.4,7.66,45.1,5.7,44,66.4,1.2,345.7,B23,U111,ES,ES4,ES42,ES421,Cropland,Other root crops,Agriculture (excluding fallow land and kitchen gardens)
33001938,5,14,70,16,7,7.64,11.33,10.7,4,2.3,0.5,179.3,C22,U120,ES,ES4,ES42,ES423,Woodland,Pine dominated coniferous woodland,Forestry
33001946,43,23,24,53,7.4,7.8,16.68,50.7,476,3.7,2.5,329.5,C32,U120,ES,ES4,ES42,ES423,Woodland,Pine dominated mixed woodland,Forestry
33001952,51,14,38,48,7.3,7.57,13.09,99.5,138,7.4,5.3,229.2,C23,U120,ES,ES4,ES42,ES423,Woodland,Other coniferous woodland,Forestry
33001960,31,28,27,45,7.2,7.48,31.3,62,161,5.4,2.6,295.1,E10,U111,ES,ES4,ES42,ES423,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33002010,19,20,42,38,6.5,6.7,9.35,35.4,4,7.6,1.7,157.4,C22,U120,ES,ES4,ES42,ES423,Woodland,Pine dominated coniferous woodland,Forestry
33002014,26,25,12,63,7.4,7.68,14.79,58.2,56,10.3,6.5,358,D20,U420,ES,ES4,ES42,ES423,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
33002072,17,21,34,45,6.9,7.2,12.65,38,16,10.3,4.1,608,D20,U420,ES,ES4,ES42,ES424,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
33002132,8,23,27,50,7.5,8.19,16.62,15.9,398,0,1.6,174.7,C10,U120,ES,ES4,ES41,ES417,Woodland,Broadleaved woodland,Forestry
33002136,3,36,24,40,7.5,8.02,16.26,8.5,393,30,1.2,194,B13,U111,ES,ES4,ES41,ES417,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
33002144,0,0,0,0,7.5,8.05,17.74,11.8,198,14.1,1.4,224.8,B11,U111,ES,ES4,ES41,ES417,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
33002172,22,22,29,49,7.1,7.72,19.1,8.6,132,7,1.5,67.1,F40,U112,ES,ES4,ES41,ES417,Bareland,Other bare soil,Fallow land
33002180,10,22,24,54,6.2,6.34,6.39,31.5,0,0,3.5,77.7,E20,U111,ES,ES4,ES41,ES417,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33002186,3,22,20,58,6.3,6.46,19.86,53.7,0,9.4,5.8,93.3,E10,U111,ES,ES4,ES41,ES417,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33002856,0,0,0,0,5.4,5.83,17.07,21.9,0,11.7,2.3,198.8,B16,U111,FR,FRH,FRH0,FRH02,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
33002892,0,0,0,0,5.2,5.76,10.67,37.4,1,74.7,4,285.3,E20,U111,FR,FRH,FRH0,FRH02,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33003590,0,0,0,0,4.3,4.48,122.6,65.9,0,66.7,7.1,205.8,E20,U111,UK,UKN,UKN0,UKN08,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33021720,31,18,42,41,7.4,7.63,24,104.2,170,8.9,3.4,433.1,C32,U361,ES,ES6,ES62,ES620,Woodland,Pine dominated mixed woodland,"Amenities, museum, leisure (e.g. parks, botanical gardens)"
33021926,19,30,33,38,7.6,7.87,14.5,16.4,386,9.7,1.6,474.1,F40,U112,ES,ES4,ES42,ES423,Bareland,Other bare soil,Fallow land
33021954,29,15,44,41,7.3,7.66,8.61,93.1,180,18.5,1.2,110.7,B13,U111,ES,ES4,ES42,ES423,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
33021962,18,32,19,49,6.8,7,9.62,30.1,1,0,1.8,545.9,C32,U120,ES,ES4,ES42,ES423,Woodland,Pine dominated mixed woodland,Forestry
33021984,36,20,22,58,7.1,7.13,102.9,102.4,107,39.5,6.4,440.9,D20,U420,ES,ES4,ES42,ES423,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
33021990,14,34,18,48,6.6,6.67,49,38.9,3,6.7,3.5,602,C22,U120,ES,ES4,ES42,ES423,Woodland,Pine dominated coniferous woodland,Forestry
33021998,6,18,41,41,5.7,5.96,29.6,23.2,1,5.4,2.6,77.7,E10,U111,ES,ES4,ES42,ES423,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33022016,31,15,44,42,7.3,7.65,17.55,64.7,271,5.9,1.9,200.7,C22,U420,ES,ES4,ES42,ES423,Woodland,Pine dominated coniferous woodland,Semi-natural and natural areas not in use
33022026,7,28,15,57,6.9,7.1,7.24,29.5,1,5.4,2.8,290.4,D20,U420,ES,ES4,ES42,ES423,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
33022074,23,35,20,45,7.3,7.79,17.43,17,618,12.7,1.2,250.9,B13,U111,ES,ES4,ES42,ES424,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
33022080,26,39,10,51,7.3,7.62,11.63,24.4,55,3.2,2.8,296.5,C23,U420,ES,ES4,ES42,ES424,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use
33022092,14,20,40,40,7.4,7.78,15.61,21.7,400,4.3,1.8,149.8,C10,U420,ES,ES4,ES41,ES417,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
33022098,31,18,56,25,7.6,8.12,12.11,9,322,0,0.5,80.6,D20,U420,ES,ES4,ES41,ES417,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
33022128,0,0,0,0,7.6,8.25,19.45,9.4,256,0,0.9,235.3,E30,U420,ES,ES4,ES41,ES417,Grassland,Spontaneously re-vegetated surfaces,Semi-natural and natural areas not in use
33022134,5,29,27,44,7.7,8.19,13.49,12.1,408,8.5,1.4,136.7,B11,U111,ES,ES4,ES41,ES417,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
33022142,4,38,25,37,7.8,8.21,13.47,9,277,4.9,1.1,206.6,B31,U111,ES,ES4,ES41,ES417,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
33022146,0,0,0,0,7.1,7.56,12.93,6.2,1,30.6,0.9,98.4,F40,U112,ES,ES4,ES41,ES417,Bareland,Other bare soil,Fallow land
33022170,24,21,29,51,7.2,7.51,15.64,33.8,54,5.5,3.9,232,D20,U420,ES,ES4,ES41,ES417,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
33022188,32,27,22,52,7.1,7.43,28.5,44.8,173,6.9,4.9,92.6,C22,U120,ES,ES4,ES41,ES417,Woodland,Pine dominated coniferous woodland,Forestry
33022200,51,24,24,53,4.9,5.42,10.72,54,0,5.8,3.2,187.4,C22,U120,ES,ES2,ES23,ES230,Woodland,Pine dominated coniferous woodland,Forestry
33022206,37,21,23,56,6.6,7.32,14.87,10.7,2,0,1.5,52.1,C22,U120,ES,ES2,ES23,ES230,Woodland,Pine dominated coniferous woodland,Forestry
33022218,23,15,54,31,6.7,6.97,10.98,16.2,2,4.3,1.5,152.5,D10,U111,ES,ES2,ES23,ES230,Shrubland,Shrubland with sparse tree cover,Agriculture (excluding fallow land and kitchen gardens)
33022242,0,0,0,0,7.6,8.3,15.04,4.4,550,18,0.9,219.9,B81,U111,ES,ES2,ES21,ES211,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
33022872,0,0,0,0,4.4,4.69,30.1,52.6,0,30.7,5.3,58.5,E20,U111,FR,FRH,FRH0,FRH02,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33023682,0,0,0,0,4.2,4.4,124.7,99.9,0,43.5,10.1,161.8,E20,U111,UK,UKN,UKN1,UKN12,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33041796,0,0,0,0,7.8,8.45,15.89,21.6,374,11.1,0.7,341.9,E30,U111,ES,ES4,ES42,ES421,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
33041814,0,0,0,0,7.8,8.44,18.3,12.1,115,16.8,0.6,171,F40,U112,ES,ES4,ES42,ES421,Bareland,Other bare soil,Fallow land
33041850,20,45,14,41,7.7,8.31,13.37,1,651,0,0.3,73.1,B13,U111,ES,ES4,ES42,ES421,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
33041856,0,0,0,0,7.6,8.02,39.6,2.8,359,38,1.2,383.6,B23,U111,ES,ES4,ES42,ES421,Cropland,Other root crops,Agriculture (excluding fallow land and kitchen gardens)
33041958,22,21,23,56,7.3,7.58,38.8,113.7,134,8.8,3.9,329.7,C22,U120,ES,ES4,ES42,ES423,Woodland,Pine dominated coniferous woodland,Forestry
33041986,19,17,36,47,4.9,5.11,57.2,76.1,1,11.2,3.9,195.9,C22,U120,ES,ES4,ES42,ES423,Woodland,Pine dominated coniferous woodland,Forestry
33041994,29,38,15,47,6.8,7.21,22.5,37.7,22,0,2.7,530.7,C22,U120,ES,ES4,ES42,ES423,Woodland,Pine dominated coniferous woodland,Forestry
33042072,20,16,46,38,7.3,7.74,16.13,32,495,5.4,2.4,224.8,D10,U420,ES,ES4,ES42,ES424,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
33042084,46,24,24,52,7.2,7.5,13.07,57.9,159,4.9,3.7,172.1,C23,U420,ES,ES4,ES41,ES417,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use
33042102,0,0,0,0,7.6,8.22,18.05,6.4,644,44.4,0.9,463.1,B13,U111,ES,ES2,ES24,ES243,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
33042120,0,0,0,0,7.6,8.13,20.8,14.7,214,12.7,1.4,609.5,E30,U410,ES,ES4,ES41,ES417,Grassland,Spontaneously re-vegetated surfaces,Abandoned areas
33042138,16,35,18,48,7.7,8.09,16.04,6.2,333,10.4,1,125.9,B13,U111,ES,ES4,ES41,ES417,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
33042156,4,29,30,41,7.6,7.96,16.19,13.2,265,8.7,1.2,241.3,B52,U111,ES,ES4,ES41,ES417,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
33042166,7,26,26,48,7.5,7.94,15.95,26.4,425,0,2,105.9,D10,U420,ES,ES4,ES41,ES417,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
33042198,25,26,19,55,5.4,5.73,21.7,21.9,1,4.1,2.5,125.8,D10,U420,ES,ES4,ES41,ES417,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
33042228,0,0,0,0,7.7,8.11,17.03,13.1,150,12,1.5,261.8,F40,U112,ES,ES2,ES23,ES230,Bareland,Other bare soil,Fallow land
33042318,0,0,0,0,4,4.66,12.89,89.4,1,12.8,5.2,183.1,C22,U120,ES,ES2,ES21,ES213,Woodland,Pine dominated coniferous woodland,Forestry
33042876,0,0,0,0,3.4,4.37,21.4,242.7,1,35.2,6.9,22.9,E30,U420,FR,FRH,FRH0,FRH02,Grassland,Spontaneously re-vegetated surfaces,Semi-natural and natural areas not in use
33042922,0,0,0,0,5.3,5.56,24.7,23.1,0,41.5,2.7,119.8,E30,U420,FR,FRH,FRH0,FRH02,Grassland,Spontaneously re-vegetated surfaces,Semi-natural and natural areas not in use
33061810,0,0,0,0,7.5,7.61,261,17.8,205,27.3,1.6,309.2,F40,U111,ES,ES4,ES42,ES421,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens)
33061854,0,0,0,0,7.5,8.04,16.63,18.9,692,38.7,1.5,148.1,B13,U111,ES,ES4,ES42,ES421,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
33061972,19,32,14,53,7.1,7.24,32.5,40.7,40,0,4.1,544.4,C22,U120,ES,ES4,ES42,ES423,Woodland,Pine dominated coniferous woodland,Forestry
33062008,44,25,27,48,7.1,7.33,37.5,52,57,6.2,4.3,394.5,E20,U111,ES,ES4,ES42,ES423,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33062038,15,27,18,55,7.4,7.7,14.05,51.7,71,7.1,4.2,342.9,C23,U120,ES,ES4,ES42,ES424,Woodland,Other coniferous woodland,Forestry
33062044,27,29,22,49,7.2,7.56,16.34,62.8,349,7,2.9,239,C23,U420,ES,ES4,ES42,ES424,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use
33062062,21,46,18,37,7.6,7.94,18.94,13.7,209,15,1.5,423.5,B31,U111,ES,ES4,ES42,ES424,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
33062080,29,28,23,49,7,7.24,16.24,56.1,211,7.1,4.8,691.7,C23,U420,ES,ES4,ES41,ES417,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use
33062092,11,27,29,44,7.7,8.25,13.6,7.7,339,2.6,0.7,146.5,E30,U420,ES,ES2,ES24,ES243,Grassland,Spontaneously re-vegetated surfaces,Semi-natural and natural areas not in use
33062106,0,0,0,0,7.6,8.19,17.78,42.4,92,11.2,1.3,361.4,B11,U111,ES,ES2,ES24,ES243,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
33062146,0,0,0,0,7.5,8.05,16.33,8.9,51,10,1,179.2,B11,U111,ES,ES4,ES41,ES417,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
33062170,10,25,23,52,7.3,7.73,17.46,27.4,372,0,2.6,72.7,E20,U420,ES,ES4,ES41,ES417,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use
33062206,51,19,27,54,5.8,6.1,12.74,18.8,1,5.2,1.9,72.2,C22,U120,ES,ES2,ES23,ES230,Woodland,Pine dominated coniferous woodland,Forestry
33062268,0,0,0,0,5.8,6,46,30.2,0,10.8,2.9,241.1,D10,U120,ES,ES2,ES21,ES211,Shrubland,Shrubland with sparse tree cover,Forestry
33062278,0,0,0,0,7.3,7.69,20,14.2,255,46.5,1.5,287.7,B22,U111,ES,ES2,ES21,ES211,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
33062848,0,0,0,0,4.2,4.54,26.5,36.5,0,177.9,3.5,177.3,B11,U111,FR,FRH,FRH0,FRH02,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
33063160,0,0,0,0,4.7,4.89,186.6,168.2,0,135.3,15.1,721,E20,U111,UK,UKK,UKK3,UKK30,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33063178,0,0,0,0,4.4,4.58,136.9,50.7,0,95.3,6.1,358.4,E20,U111,UK,UKK,UKK3,UKK30,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33081708,0,0,0,0,7.8,7.84,393,23.3,311,59.2,1.8,474.3,F40,U112,ES,ES6,ES62,ES620,Bareland,Other bare soil,Fallow land
33081802,0,0,0,0,7.8,8.54,16.32,16.5,295,34.1,0.6,167.3,B82,U111,ES,ES4,ES42,ES421,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
33081856,0,0,0,0,7.6,8.21,14.99,1.3,440,16.1,0.6,210.3,B82,U111,ES,ES4,ES42,ES421,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
33081874,0,0,0,0,7.6,8.22,13.1,4.6,143,9.5,0.7,199.3,B12,U111,ES,ES4,ES42,ES421,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
33081892,0,0,0,0,7.5,8.03,18.63,12.5,415,24.6,1,512.1,E30,U112,ES,ES4,ES42,ES423,Grassland,Spontaneously re-vegetated surfaces,Fallow land
33081982,10,12,47,40,6.3,6.38,45.3,64.4,3,11.2,3,155.2,C22,U120,ES,ES4,ES42,ES423,Woodland,Pine dominated coniferous woodland,Forestry
33081986,44,17,24,59,7.3,7.44,95.3,144.6,58,13.7,7.9,316.4,C22,U120,ES,ES4,ES42,ES423,Woodland,Pine dominated coniferous woodland,Forestry
33082068,25,15,33,52,7.2,7.36,28.8,111.7,309,16.5,6,602.3,C23,U420,ES,ES4,ES42,ES424,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use
33082116,0,0,0,0,7.6,7.72,234,17.6,547,7.3,1.2,282.8,F40,U112,ES,ES4,ES41,ES417,Bareland,Other bare soil,Fallow land
33082140,15,17,64,19,7.6,8.08,13.07,11.3,84,18.8,0.9,138.4,B11,U111,ES,ES4,ES41,ES417,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
33082144,2,30,22,48,7.4,7.69,20.6,25.2,80,64.6,3,126,B12,U111,ES,ES4,ES41,ES417,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
33082148,12,21,44,36,7.5,7.94,14.27,16,286,7,1.9,133.9,E20,U420,ES,ES4,ES41,ES417,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use
33082152,2,11,71,18,6.6,6.79,7.38,3.4,0,18.1,0.5,36.4,B11,U111,ES,ES4,ES41,ES417,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
33082252,0,0,0,0,7.4,7.98,15.22,14.1,330,18.5,1.5,134,B13,U111,ES,ES2,ES22,ES220,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
33082864,0,0,0,0,4.5,5.01,45,137.3,1,39.2,10.7,121.6,E20,U111,FR,FRH,FRH0,FRH04,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33083184,0,0,0,0,4.3,4.47,209,87.3,0,181.3,10.1,745.4,E20,U111,UK,UKK,UKK3,UKK30,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33101854,0,0,0,0,7.6,8.15,22.9,9.1,494,24.9,1.2,277.1,B31,U111,ES,ES4,ES42,ES421,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
33101962,13,39,20,40,7.4,7.74,12.86,49.3,72,0,2.4,410.8,C23,U120,ES,ES4,ES42,ES423,Woodland,Other coniferous woodland,Forestry
33102006,23,29,14,56,7.3,7.47,15.09,51,55,14.7,5.4,628.1,D10,U420,ES,ES4,ES42,ES423,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
33102046,9,23,23,54,7.2,7.42,11.81,40.5,8,8.7,4,489.6,C23,U420,ES,ES4,ES42,ES424,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use
33102082,25,24,20,56,7.1,7.19,14.66,66.8,11,8.9,5.9,560.6,C23,U420,ES,ES4,ES42,ES424,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use
33102114,0,0,0,0,7.3,7.62,39.8,17.3,219,18.3,1.9,385.2,B13,U111,ES,ES2,ES24,ES243,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
33102118,18,40,22,37,7.5,7.91,26.3,18,406,25.2,1.5,138.9,B13,U111,ES,ES2,ES24,ES243,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
33102142,8,18,66,16,7.7,8.19,11.84,3.4,90,24,0.7,96.9,B31,U111,ES,ES4,ES41,ES417,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
33102208,19,14,42,44,6,6.23,17.43,48,0,23.8,4.5,221.7,D20,U111,ES,ES2,ES23,ES230,Shrubland,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens)
33102276,0,0,0,0,7.4,7.61,45.1,26.2,442,37.3,3.2,285,E20,U111,ES,ES2,ES21,ES211,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33102312,0,0,0,0,3.8,4.17,26.7,25.4,0,5.5,1.6,62.9,C21,U120,ES,ES2,ES21,ES212,Woodland,Spruce dominated coniferous woodland,Forestry
33102888,0,0,0,0,5,5.39,22.7,37.9,0,54.2,4.2,180.4,B55,U111,FR,FRH,FRH0,FRH02,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
33102928,0,0,0,0,5.4,5.89,9.35,15.8,1,71.1,2,188.7,B11,U111,FR,FRH,FRH0,FRH02,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
33121976,23,36,19,45,7.4,7.75,21,21.2,443,0,1.6,320.5,E20,U111,ES,ES4,ES42,ES423,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33122048,22,22,28,50,5.8,6.13,6.44,37.4,1,6.2,3.4,206.2,C22,U420,ES,ES4,ES42,ES424,Woodland,Pine dominated coniferous woodland,Semi-natural and natural areas not in use
33122056,10,16,28,56,7.2,7.54,17.52,58,544,8.2,3.9,281.5,C23,U420,ES,ES4,ES42,ES424,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use
33122092,0,0,0,0,7.4,7.85,17.7,16.5,299,42.3,1.6,209.7,D20,U420,ES,ES2,ES24,ES243,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
33122098,0,0,0,0,7.7,8.29,17.28,8.9,237,13.1,0.8,369.3,F40,U112,ES,ES2,ES24,ES243,Bareland,Other bare soil,Fallow land
33122120,0,0,0,0,7.5,8,31,24.8,214,10,1.7,491.2,B13,U111,ES,ES4,ES41,ES417,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
33122146,30,31,34,34,7.6,7.96,21.6,18.5,292,33,1.8,245.5,F40,U112,ES,ES4,ES41,ES417,Bareland,Other bare soil,Fallow land
33122156,5,21,54,25,7.6,8.05,13.92,6.7,63,18.3,0.8,166.2,B31,U111,ES,ES4,ES41,ES417,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
33122210,16,15,42,43,6.7,6.95,11.1,31.7,3,11.1,2.9,85.4,D20,U210,ES,ES2,ES23,ES230,Shrubland,Shrubland without tree cover,Energy production
33122224,0,0,0,0,7.5,7.95,25.1,16.4,81,25.6,1.4,170,B13,U111,ES,ES2,ES23,ES230,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
33122236,0,0,0,0,7.7,8.17,25.9,17.8,215,47.9,2.3,510.7,B82,U111,ES,ES2,ES22,ES220,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
33122848,0,0,0,0,5.4,5.73,40,32.4,1,98,3.5,311.1,B43,U111,FR,FRH,FRH0,FRH02,Cropland,Other fresh vegetables,Agriculture (excluding fallow land and kitchen gardens)
33122854,0,0,0,0,4.6,4.9,67.2,48.7,0,65.9,4.9,336.2,B16,U111,FR,FRH,FRH0,FRH02,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
33122902,0,0,0,0,3.5,4.26,47.5,218.5,0,48.1,11.5,239.8,C10,U120,FR,FRH,FRH0,FRH02,Woodland,Broadleaved woodland,Forestry
33122920,0,0,0,0,4.5,4.87,35.2,46.6,0,30.6,3.8,222.6,B16,U111,FR,FRH,FRH0,FRH02,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
33141710,0,0,0,0,7.8,7.99,137.7,12.4,445,49.5,1.6,691,B13,U111,ES,ES6,ES62,ES620,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
33141740,0,0,0,0,7.7,8,100,2.2,670,13.7,0.7,334.4,B75,U111,ES,ES6,ES62,ES620,Cropland,Other fruit trees and berries,Agriculture (excluding fallow land and kitchen gardens)
33141808,0,0,0,0,7.6,8.38,15.34,13.2,328,21.2,0.7,125.2,B13,U111,ES,ES4,ES42,ES421,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
33141880,0,0,0,0,7.8,8.3,18.47,6.3,487,6,0.3,282.9,B82,U111,ES,ES4,ES42,ES421,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
33141890,0,0,0,0,7.9,8.52,13.7,3.9,329,0,0.3,59,B82,U111,ES,ES4,ES42,ES423,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
33142046,12,35,22,43,7.4,7.96,14.78,18.5,409,5.4,1.6,320.8,C23,U420,ES,ES4,ES42,ES424,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use
33142100,0,0,0,0,7.7,8.24,15.58,5.6,218,6.8,0.8,169.1,F40,U112,ES,ES2,ES24,ES243,Bareland,Other bare soil,Fallow land
33142106,10,25,45,30,7.5,7.93,14.44,5,274,9.3,0.6,239.7,F40,U112,ES,ES2,ES24,ES243,Bareland,Other bare soil,Fallow land
33142114,22,33,33,34,7.5,7.95,14.63,10.1,76,12.4,1.3,453.5,B11,U111,ES,ES2,ES24,ES243,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
33142118,0,0,0,0,7.6,8.2,15.45,5.6,120,5.1,1.1,241.8,B11,U111,ES,ES4,ES41,ES417,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
33142142,2,18,55,28,7.1,7.41,9.52,13.8,3,0,1.6,169.4,E20,U111,ES,ES4,ES41,ES417,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33142160,12,24,30,45,7.4,7.86,17.25,25.3,532,0,2.5,207.8,C10,U120,ES,ES4,ES41,ES417,Woodland,Broadleaved woodland,Forestry
33142268,22,23,30,47,6.7,6.92,13.67,24.1,3,0,1.9,95.4,C10,U120,ES,ES2,ES21,ES211,Woodland,Broadleaved woodland,Forestry
33142276,0,0,0,0,7.5,8.06,19.91,7.6,580,5.5,0.8,158.7,C10,U120,ES,ES2,ES21,ES211,Woodland,Broadleaved woodland,Forestry
33142852,0,0,0,0,4.5,4.93,33.1,31.8,0,41.5,3.5,184.7,E20,U111,FR,FRH,FRH0,FRH02,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
33142888,0,0,0,0,5.1,5.64,15.5,24.3,0,36.7,2.7,260.9,B11,U111,FR,FRH,FRH0,FRH02,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
